"","X","ST_CASE","VEH_NO","PER_NO","DRUGSPECNAME","DRUGRESNAME","RACENAME","MAKENAME","SEAT_POSNAME","BODY_TYPNAME","MOD_YEARNAME","AIR_BAGNAME","VIOLATIONNAME","DRIMPAIRNAME","DRDISTRACTNAME","STATENAME","COUNTYNAME","CITYNAME","MONTHNAME","YEAR","DAY_WEEKNAME","HOURNAME","ROUTENAME","RUR_URBNAME","RD_OWNERNAME","LATITUDE","LONGITUDE","TYP_INTNAME","WEATHERNAME","FATALS","DRUNK_DR"
"63794",63794,370024,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2002","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CLEVELAND (45)","NOT APPLICABLE","January",2020,"Friday","12:00pm-12:59pm","State Highway","Urban","State Highway Agency",35.33663,-81.50592,"Not an Intersection","Snow",1,0
"63795",63795,370025,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2003","Deployment- Unknown Location","Serious violation resulting in death","Reported as Unknown if Impaired","Not Reported","North Carolina","COLUMBUS (47)","WHITEVILLE","January",2020,"Saturday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",34.31855,-78.70875,"Not an Intersection","Clear",1,0
"63796",63796,370025,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2003","Deployment- Unknown Location","Lane violations, generally","Reported as Unknown if Impaired","Not Reported","North Carolina","COLUMBUS (47)","WHITEVILLE","January",2020,"Saturday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",34.31855,-78.70875,"Not an Intersection","Clear",1,0
"63797",63797,370025,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2012","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","COLUMBUS (47)","WHITEVILLE","January",2020,"Saturday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",34.31855,-78.70875,"Not an Intersection","Clear",1,0
"63798",63798,370026,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CRAVEN (49)","NEW BERN","January",2020,"Monday","6:00am-6:59am","State Highway","Urban","State Highway Agency",35.11462,-77.07122,"Not an Intersection","Clear",1,0
"63799",63799,370027,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Ford","Front Seat, Left Side","Light Pickup","2000","Deployment- Unknown Location","None","Reported as Unknown if Impaired","Not Reported","North Carolina","CRAVEN (49)","NOT APPLICABLE","January",2020,"Friday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.31307,-77.18203,"Not an Intersection","Clear",1,0
"63800",63800,370027,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Dodge","Front Seat, Right Side","Light Pickup","2005","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CRAVEN (49)","NOT APPLICABLE","January",2020,"Friday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.31307,-77.18203,"Not an Intersection","Clear",1,0
"63801",63801,370027,2,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2005","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CRAVEN (49)","NOT APPLICABLE","January",2020,"Friday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.31307,-77.18203,"Not an Intersection","Clear",1,0
"63802",63802,370027,2,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Dodge","Second Seat, Right Side","Light Pickup","2005","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CRAVEN (49)","NOT APPLICABLE","January",2020,"Friday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.31307,-77.18203,"Not an Intersection","Clear",1,0
"63803",63803,370028,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Nissan/Datsun","Front Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Thursday","5:00am-5:59am","U.S. Highway","Urban","State Highway Agency",35.03791,-79.00532,"Not an Intersection","Clear",1,0
"63804",63804,370029,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2016","Not Deployed","Hit-and-run, fail to stop after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Thursday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.09791,-78.91634,"Not an Intersection","Rain",1,0
"63805",63805,370030,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Mazda","Front Seat, Left Side","4-door sedan, hardtop","2001","Deployment- Unknown Location","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Thursday","9:00am-9:59am","State Highway","Rural","State Highway Agency",34.96664,-78.7161,"Four-Way Intersection","Clear",1,0
"63806",63806,370030,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Mazda","Reported as Unknown","4-door sedan, hardtop","2001","Not Deployed","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Thursday","9:00am-9:59am","State Highway","Rural","State Highway Agency",34.96664,-78.7161,"Four-Way Intersection","Clear",1,0
"63807",63807,370030,2,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Medium/heavy Pickup (GVWR greater than 10,000 lbs.)","2006","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Thursday","9:00am-9:59am","State Highway","Rural","State Highway Agency",34.96664,-78.7161,"Four-Way Intersection","Clear",1,0
"63808",63808,370031,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2005","Not Deployed","Other driver license violations","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Wednesday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.02768,-78.96095,"Four-Way Intersection","Cloudy",1,0
"63809",63809,370031,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2005","Not Deployed","Lane violations, generally","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Wednesday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.02768,-78.96095,"Four-Way Intersection","Cloudy",1,0
"63810",63810,370031,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","4-door sedan, hardtop","2005","Not Deployed","Serious violation resulting in death","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Wednesday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.02768,-78.96095,"Four-Way Intersection","Cloudy",1,0
"63811",63811,370031,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Suzuki","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Wednesday","7:00pm-7:59pm","State Highway","Urban","State Highway Agency",35.02768,-78.96095,"Four-Way Intersection","Cloudy",1,0
"63812",63812,370032,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Infiniti","Front Seat, Left Side","4-door sedan, hardtop","2000","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Monday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",35.08647,-78.93232,"Not an Intersection","Cloudy",1,0
"63813",63813,370032,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Toyota","Front Seat, Right Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2014","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Monday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",35.08647,-78.93232,"Not an Intersection","Cloudy",1,0
"63814",63814,370032,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2014","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Monday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",35.08647,-78.93232,"Not an Intersection","Cloudy",1,0
"63815",63815,370032,2,5,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Toyota","Third Seat, Right Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2014","Not Reported","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Monday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",35.08647,-78.93232,"Not an Intersection","Cloudy",1,0
"63816",63816,370032,2,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Toyota","Second Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2014","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Monday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",35.08647,-78.93232,"Not an Intersection","Cloudy",1,0
"63817",63817,370032,2,4,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Toyota","Third Seat, Middle","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2014","Not Reported","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Monday","4:00pm-4:59pm","U.S. Highway","Urban","State Highway Agency",35.08647,-78.93232,"Not an Intersection","Cloudy",1,0
"63818",63818,370033,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Pontiac","Front Seat, Left Side","4-door sedan, hardtop","2007","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","January",2020,"Wednesday","6:00pm-6:59pm","Local Street - Municipality","Urban","Not Reported",35.04447,-78.87516,"Not an Intersection","Cloudy",1,0
"63819",63819,370034,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Kawasaki","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2012","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","11:00am-11:59am","State Highway","Rural","State Highway Agency",35.14978,-78.83521,"Not an Intersection","Clear",1,0
"63820",63820,370035,1,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Light Pickup","2019","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","9:00pm-9:59pm","Interstate","Urban","State Highway Agency",34.939,-78.92115,"Not an Intersection","Cloudy",1,0
"63821",63821,370035,2,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2011","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","9:00pm-9:59pm","Interstate","Urban","State Highway Agency",34.939,-78.92115,"Not an Intersection","Cloudy",1,0
"63822",63822,370035,3,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","GMC","Front Seat, Left Side","Light Pickup","2006","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","9:00pm-9:59pm","Interstate","Urban","State Highway Agency",34.939,-78.92115,"Not an Intersection","Cloudy",1,0
"63823",63823,370035,4,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Buick / Opel","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","9:00pm-9:59pm","Interstate","Urban","State Highway Agency",34.939,-78.92115,"Not an Intersection","Cloudy",1,0
"63824",63824,370035,5,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Kenworth","Front Seat, Left Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2016","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","9:00pm-9:59pm","Interstate","Urban","State Highway Agency",34.939,-78.92115,"Not an Intersection","Cloudy",1,0
"63825",63825,370035,5,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Kenworth","Front Seat, Right Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2016","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","January",2020,"Monday","9:00pm-9:59pm","Interstate","Urban","State Highway Agency",34.939,-78.92115,"Not an Intersection","Cloudy",1,0
"63826",63826,370036,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Lexus","Front Seat, Left Side","4-door sedan, hardtop","2008","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","DAVIDSON (57)","NOT APPLICABLE","January",2020,"Saturday","4:00am-4:59am","State Highway","Urban","State Highway Agency",35.99143,-80.27029,"Not an Intersection","Clear",1,0
"63827",63827,370037,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Lexus","Front Seat, Left Side","4-door sedan, hardtop","2004","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","DAVIDSON (57)","NOT APPLICABLE","January",2020,"Tuesday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.75067,-80.26327,"Not an Intersection","Clear",1,0
"63828",63828,370037,2,1,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2001","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","DAVIDSON (57)","NOT APPLICABLE","January",2020,"Tuesday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.75067,-80.26327,"Not an Intersection","Clear",1,0
"63829",63829,370037,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Second Seat, Right Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2001","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","DAVIDSON (57)","NOT APPLICABLE","January",2020,"Tuesday","5:00pm-5:59pm","State Highway","Rural","State Highway Agency",35.75067,-80.26327,"Not an Intersection","Clear",1,0
